listing_id,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
907115457295010207,856390,Centrum-Oost,Entire home/apt,406.0,4,8,0.35,110
907222180433236365,14201313,Watergraafsmeer,Entire home/apt,208.0,3,11,0.48,14
907304324087215264,127938,Noord-West,Entire home/apt,215.0,2,1,0.05,300
907404104159204393,31642204,Oostelijk Havengebied - Indische Buurt,Entire home/apt,282.0,3,11,0.47,58
907679861785482108,39151532,De Baarsjes - Oud-West,Entire home/apt,213.0,3,6,0.25,49
907685962817953216,75731159,Bos en Lommer,Entire home/apt,146.0,2,14,0.58,8
907701257573455898,181248409,Centrum-Oost,Entire home/apt,675.0,3,8,0.37,264
907803512500717953,10367975,De Baarsjes - Oud-West,Entire home/apt,,3,4,0.17,0
907925497960761152,14681534,Westerpark,Entire home/apt,177.0,2,20,0.84,11
907926245780013758,518570870,Centrum-West,Entire home/apt,607.0,1,4,0.2,268
907953200034243061,113091478,Oud-Oost,Entire home/apt,200.0,2,3,0.15,84
907992916907020783,518593415,Centrum-West,Entire home/apt,,2,11,0.47,0
908314679779161163,174715695,De Baarsjes - Oud-West,Entire home/apt,198.0,3,64,2.67,51
908330704189711047,6344234,Bijlmer-Centrum,Entire home/apt,275.0,3,16,0.67,29
908342188350817881,103205230,Gaasperdam - Driemond,Private room,78.0,2,88,3.79,278
908387759616876342,518678255,Centrum-West,Entire home/apt,,5,4,0.17,0
908412280710285190,50257932,Centrum-West,Entire home/apt,,5,5,0.21,0
908435116774626440,7526326,Centrum-West,Entire home/apt,,3,39,1.62,3
908629272555303937,240804189,Bijlmer-Centrum,Entire home/apt,,5,6,0.25,0
908732292678491416,15603718,Westerpark,Entire home/apt,158.0,3,5,0.21,23
908754857272743723,60597482,De Pijp - Rivierenbuurt,Entire home/apt,220.0,2,8,0.41,313
908764783488851951,253874008,Bos en Lommer,Entire home/apt,250.0,7,3,0.15,161
908935734004733435,486429198,Geuzenveld - Slotermeer,Private room,62.0,1,39,1.66,262
909000042590608071,51485781,Gaasperdam - Driemond,Entire home/apt,120.0,180,1,0.06,335
909080048639625668,110760174,Zuid,Entire home/apt,182.0,4,2,0.09,22
909278181888872607,518891729,De Baarsjes - Oud-West,Entire home/apt,425.0,3,8,0.34,77
909309984645400586,157740405,De Baarsjes - Oud-West,Entire home/apt,,3,12,0.53,0
909330438379693601,33744170,Oud-Oost,Entire home/apt,,3,2,0.09,0
909876549943745951,69639891,De Pijp - Rivierenbuurt,Entire home/apt,,3,4,0.17,0
910018961676880539,481080,Oostelijk Havengebied - Indische Buurt,Entire home/apt,380.0,5,13,0.58,5
910157940737792308,519073388,IJburg - Zeeburgereiland,Entire home/apt,,3,0,,0
911353503016917251,519207882,Centrum-West,Private room,180.0,2,131,5.46,272
911386953005354527,22794575,Watergraafsmeer,Entire home/apt,265.0,10,5,0.21,309
911622036800292601,6234543,Oud-Noord,Entire home/apt,,4,3,0.13,0
911718032942624675,176994374,Zuid,Entire home/apt,,4,5,0.22,0
911980913545500534,40126098,Oud-Noord,Entire home/apt,,6,0,,0
912042656218546661,81622623,Centrum-Oost,Private room,382.0,2,19,0.79,177
912070346204926147,31093577,Gaasperdam - Driemond,Private room,35.0,90,37,1.55,140
912072359981512161,455832510,Noord-Oost,Entire home/apt,,4,9,0.41,0
912073557367809137,49936405,Centrum-Oost,Entire home/apt,456.0,2,5,0.23,352
912147047468804200,519565147,Westerpark,Entire home/apt,,2,4,0.18,0
912250987406962949,68042403,Zuid,Entire home/apt,165.0,2,11,0.47,0
912263403109768936,350035338,Bos en Lommer,Entire home/apt,160.0,1,12,0.62,250
912383880873798670,388935820,De Baarsjes - Oud-West,Entire home/apt,315.0,2,19,0.84,355
912747772945216586,488975224,Bijlmer-Oost,Entire home/apt,,9,0,,0
912832806926724240,1542875,Slotervaart,Entire home/apt,,3,1,0.04,0
912979693511530146,4885144,Centrum-Oost,Entire home/apt,366.0,2,16,0.68,114
913005934568515884,139844545,Centrum-Oost,Entire home/apt,,4,2,0.09,0
913058781107091523,43851067,Centrum-Oost,Entire home/apt,,3,6,0.26,0
913576317390358510,85524419,Centrum-West,Entire home/apt,,4,12,0.55,138
913586537288199556,61431813,Bos en Lommer,Entire home/apt,135.0,29,4,0.19,154
913597060724659254,44648174,Westerpark,Entire home/apt,,6,1,0.05,0
913624877181933707,7943711,De Baarsjes - Oud-West,Entire home/apt,,15,15,0.64,1
913781273445322074,5849222,De Baarsjes - Oud-West,Entire home/apt,293.0,3,5,0.25,170
913792616777047694,31921555,Centrum-West,Entire home/apt,,5,2,0.09,0
913796028081084405,8091375,Noord-West,Entire home/apt,225.0,4,3,0.14,9
914173741250808714,6403420,De Pijp - Rivierenbuurt,Entire home/apt,263.0,3,6,0.25,175
914210382987245677,121291199,Watergraafsmeer,Private room,1000.0,28,1,0.05,167
914361019726703944,6440061,Centrum-Oost,Entire home/apt,153.0,1,2,0.09,7
914561328205454238,101948365,De Baarsjes - Oud-West,Entire home/apt,225.0,3,2,0.09,74
914905790955812020,21903379,Noord-West,Entire home/apt,,5,0,,0
914951360892405068,32283166,De Baarsjes - Oud-West,Entire home/apt,350.0,4,10,0.45,3
914956568583694497,400038995,Centrum-West,Private room,159.0,1,1,1.0,85
914992848443554263,121291199,Watergraafsmeer,Private room,88.0,28,1,0.05,167
915003030359481568,121291199,Watergraafsmeer,Private room,88.0,28,12,0.51,167
915003385268939120,121291199,Watergraafsmeer,Private room,88.0,28,2,0.13,167
915004101944128782,121291199,Watergraafsmeer,Private room,88.0,28,2,0.08,167
915004744396875998,121291199,Watergraafsmeer,Private room,88.0,28,2,0.09,167
915009084305321394,121291199,Watergraafsmeer,Private room,88.0,28,2,0.09,167
915016154281526675,95340715,De Pijp - Rivierenbuurt,Entire home/apt,,2,1,0.11,0
915056093264612024,144732157,De Baarsjes - Oud-West,Entire home/apt,,5,0,,0
915084412579814458,215817333,Oud-Oost,Entire home/apt,443.0,1,133,5.55,306
915156509948970094,520343090,Centrum-West,Entire home/apt,325.0,3,15,0.63,278
915157283343676298,19276040,IJburg - Zeeburgereiland,Entire home/apt,,7,0,,0
915174652247949164,52217378,Geuzenveld - Slotermeer,Entire home/apt,,1,5,0.21,0
915562091177838228,29844075,Centrum-Oost,Entire home/apt,950.0,3,4,0.36,16
915725944348188008,424675810,De Baarsjes - Oud-West,Private room,140.0,2,20,0.86,154
915742363423063857,520464508,Zuid,Private room,336.0,1,36,1.55,156
915911505687237195,5606597,De Aker - Nieuw Sloten,Entire home/apt,225.0,4,3,0.13,16
915988983064145119,33381838,IJburg - Zeeburgereiland,Entire home/apt,125.0,3,23,0.95,305
916623263968380558,18340032,Centrum-Oost,Private room,165.0,3,47,1.97,53
916627135422937723,83768286,De Baarsjes - Oud-West,Entire home/apt,,5,4,0.18,23
917311792829017065,34184922,De Baarsjes - Oud-West,Entire home/apt,789.0,2,10,0.5,363
917406642275390141,520881154,Bos en Lommer,Entire home/apt,161.0,2,7,0.3,48
917407069572789131,4150442,Oud-Oost,Entire home/apt,378.0,5,7,0.67,22
917424901901604173,520888906,De Pijp - Rivierenbuurt,Entire home/apt,,2,1,0.04,0
917430396443740599,6438147,Zuid,Entire home/apt,,5,2,0.09,1
917468292313716318,80665228,De Baarsjes - Oud-West,Entire home/apt,305.0,2,1,0.09,18
917704805720088372,11909053,Zuid,Entire home/apt,,14,0,,0
917744647934755053,49601495,Zuid,Entire home/apt,,4,4,0.19,0
917770101011925774,8325013,Westerpark,Entire home/apt,425.0,3,12,0.65,23
917855624374031100,25738050,Zuid,Entire home/apt,760.0,3,7,0.31,20
918007840861441076,1480859,Noord-West,Entire home/apt,120.0,3,7,0.32,16
918014224526303764,10341649,De Baarsjes - Oud-West,Entire home/apt,207.0,2,3,0.13,198
918029173970186662,388299644,Centrum-West,Entire home/apt,669.0,1,15,0.63,129
918076672657894969,50335425,Bos en Lommer,Entire home/apt,,2,13,0.54,0
918111766872209454,24836583,Oud-Oost,Entire home/apt,380.0,6,3,0.13,292
918180785278589511,362564161,Oud-Noord,Entire home/apt,147.0,2,59,2.52,108
918225820086678906,396658151,De Pijp - Rivierenbuurt,Entire home/apt,,5,0,,0
918620502148903143,2205206,Westerpark,Entire home/apt,,4,0,,0
918675092573828948,26315211,Noord-West,Entire home/apt,203.0,5,2,0.09,135
918741880899036563,17000445,De Baarsjes - Oud-West,Entire home/apt,207.0,14,10,0.46,192
918876188636139689,104886839,Centrum-West,Entire home/apt,,10,9,0.38,29
919227523490904363,521352811,De Pijp - Rivierenbuurt,Entire home/apt,,3,7,0.29,0
919254924084233658,121291199,Watergraafsmeer,Private room,88.0,28,4,0.21,167
919435676889762419,521398732,Bos en Lommer,Entire home/apt,275.0,4,4,0.19,147
919447847046066947,11253622,De Baarsjes - Oud-West,Entire home/apt,,3,1,0.05,0
919569688042387357,93904464,De Baarsjes - Oud-West,Entire home/apt,,12,5,0.55,14
919574681657362071,3759538,Centrum-Oost,Entire home/apt,,4,6,0.26,4
919596555871471877,21694318,Watergraafsmeer,Entire home/apt,,5,6,0.32,9
919619838436851462,349429890,Noord-Oost,Entire home/apt,234.0,1,17,0.77,52
920084473730503656,32016994,Oud-Oost,Entire home/apt,,2,2,0.09,0
920109698743621675,521563635,Bijlmer-Centrum,Entire home/apt,152.0,3,9,0.4,28
920116425488985954,521566595,IJburg - Zeeburgereiland,Entire home/apt,375.0,4,0,,66
920672336526320346,30154771,Noord-West,Entire home/apt,203.0,3,5,0.25,304
921523275826897043,3192554,Zuid,Entire home/apt,192.0,5,1,0.71,190
921589759533088000,45914611,Oud-Noord,Entire home/apt,193.0,4,9,0.39,26
921789782933726559,4450504,De Pijp - Rivierenbuurt,Entire home/apt,267.0,2,0,,246
922126197728556292,83253330,De Baarsjes - Oud-West,Entire home/apt,,2,6,0.25,0
922166050370232826,42929313,Noord-West,Entire home/apt,212.0,2,8,0.36,22
922205409490056506,34903608,Oud-Oost,Entire home/apt,378.0,5,7,0.32,122
922219065953766163,187613391,Centrum-West,Entire home/apt,471.0,3,9,0.4,0
922269475781432520,57417067,Oud-Noord,Entire home/apt,,2,6,0.27,1
922347879697383851,133713729,De Pijp - Rivierenbuurt,Entire home/apt,,5,0,,0
922384423275393030,79546177,Geuzenveld - Slotermeer,Entire home/apt,314.0,4,3,0.22,10
922433597229628562,34568925,Oud-Noord,Entire home/apt,,14,1,0.04,0
922482527442824411,68558466,Bijlmer-Oost,Entire home/apt,212.0,3,22,0.94,11
922506059374221370,6570240,Zuid,Entire home/apt,550.0,5,6,0.26,21
922912528297823237,415688382,De Aker - Nieuw Sloten,Entire home/apt,,10,0,,0
923061985237170998,252578936,Westerpark,Entire home/apt,184.0,2,9,0.46,70
923079843840814760,522338070,IJburg - Zeeburgereiland,Entire home/apt,225.0,2,9,0.39,26
923573793912926151,52851370,Centrum-Oost,Entire home/apt,,3,23,1.06,0
923632178955632055,186039754,Oud-Oost,Entire home/apt,225.0,1,2,0.08,246
923688614069679644,121291199,Watergraafsmeer,Private room,88.0,28,3,0.15,167
923694614468536331,121291199,Watergraafsmeer,Private room,95.0,28,0,,167
923800173258173224,163313337,Zuid,Entire home/apt,296.0,4,9,0.38,17
923846167234607949,504195555,Zuid,Entire home/apt,144.0,3,7,0.31,0
923884847198271647,264679164,De Pijp - Rivierenbuurt,Entire home/apt,315.0,2,14,0.6,303
923891872393117595,20559031,Watergraafsmeer,Entire home/apt,,7,3,0.14,0
923977446409707028,33089464,Centrum-Oost,Entire home/apt,359.0,3,12,0.56,0
923978716564477928,36811230,Zuid,Entire home/apt,288.0,4,5,0.23,47
923996517608549659,186742297,Bijlmer-Centrum,Private room,87.0,2,127,5.34,274
924375917532823790,52851370,De Pijp - Rivierenbuurt,Entire home/apt,,3,43,2.14,31
924461782243311674,12738780,Bos en Lommer,Entire home/apt,154.0,2,14,0.62,90
924480059424875120,51417388,De Baarsjes - Oud-West,Entire home/apt,325.0,2,5,0.23,4
924509855786464431,377197467,De Pijp - Rivierenbuurt,Entire home/apt,,3,5,0.21,0
924536164175541549,57296927,Bos en Lommer,Entire home/apt,213.0,2,4,0.19,40
924537506680800450,522723466,De Baarsjes - Oud-West,Entire home/apt,264.0,1,25,1.07,54
924565554428798665,159191492,De Baarsjes - Oud-West,Entire home/apt,405.0,4,11,0.5,354
924662775695105698,474499350,Westerpark,Entire home/apt,248.0,2,4,0.39,0
925019329493286461,21861567,De Baarsjes - Oud-West,Entire home/apt,270.0,2,21,0.93,124
925066169883402229,81648859,Zuid,Entire home/apt,300.0,1,7,0.3,15
925246250738360285,57009254,Westerpark,Entire home/apt,180.0,3,6,0.26,9
925265120803986434,26022330,Westerpark,Entire home/apt,255.0,3,13,0.56,4
925269494439516658,253014204,De Baarsjes - Oud-West,Entire home/apt,195.0,3,10,0.45,21
925297583420063792,47343375,De Pijp - Rivierenbuurt,Entire home/apt,315.0,1,5,0.24,178
925380270988371228,11266873,Bos en Lommer,Entire home/apt,180.0,6,21,0.9,174
925758128152581402,44367249,Westerpark,Entire home/apt,200.0,2,8,0.74,168
925817357449871319,450136050,IJburg - Zeeburgereiland,Entire home/apt,1040.0,1,8,0.36,355
925844845832423211,13364704,Oud-Noord,Entire home/apt,144.0,4,2,0.09,68
925919615740460105,6926359,De Baarsjes - Oud-West,Entire home/apt,447.0,4,9,0.39,120
925935851710984857,514842333,De Baarsjes - Oud-West,Entire home/apt,585.0,5,0,,365
925951336004075244,523064012,De Baarsjes - Oud-West,Entire home/apt,392.0,2,8,0.36,311
926099919086354645,217872057,De Baarsjes - Oud-West,Entire home/apt,,3,6,0.26,0
926581297848727806,98671552,De Pijp - Rivierenbuurt,Entire home/apt,,2,1,0.09,0
926614601713673714,475600102,Oostelijk Havengebied - Indische Buurt,Entire home/apt,206.0,2,19,1.09,168
926614845594068398,404464429,De Pijp - Rivierenbuurt,Entire home/apt,,2,14,0.61,0
926679584966780058,16527898,De Pijp - Rivierenbuurt,Entire home/apt,,4,7,0.3,3
926718290156428581,84968326,De Pijp - Rivierenbuurt,Entire home/apt,270.0,1,6,0.27,10
926799759254735616,308175065,Geuzenveld - Slotermeer,Entire home/apt,,3,4,0.17,0
926838619083609580,434668581,De Baarsjes - Oud-West,Entire home/apt,234.0,2,15,0.65,6
926875935332915816,179643061,Watergraafsmeer,Entire home/apt,,2,0,,0
926890863020610557,51802563,Oostelijk Havengebied - Indische Buurt,Entire home/apt,162.0,4,13,0.56,43
927240518058698285,304488649,Watergraafsmeer,Entire home/apt,184.0,1,12,0.56,184
927285133084734280,67529282,Zuid,Entire home/apt,260.0,3,3,0.14,17
927299392759879081,4259102,De Baarsjes - Oud-West,Entire home/apt,,6,1,0.05,0
927370012941798431,24725005,Bos en Lommer,Entire home/apt,205.0,3,16,0.74,10
927436193967518102,9467556,Centrum-Oost,Entire home/apt,360.0,2,7,0.31,89
927448305414773221,189189479,Zuid,Entire home/apt,,3,3,0.15,0
927484606485369769,4138763,Zuid,Entire home/apt,,2,0,,0
927509846942933825,325190334,IJburg - Zeeburgereiland,Entire home/apt,,4,2,0.09,0
927518590574535374,26379175,Zuid,Entire home/apt,162.0,4,6,0.27,30
927537905904422594,159486558,Noord-West,Entire home/apt,,5,1,0.04,0
927566860396055748,1778815,Oostelijk Havengebied - Indische Buurt,Entire home/apt,515.0,5,3,0.17,38
927622367205273348,152015271,Oud-Noord,Entire home/apt,348.0,1,11,0.48,21
927875758105820047,124623758,De Pijp - Rivierenbuurt,Entire home/apt,214.0,21,2,0.09,35
927954352977670447,57606528,Zuid,Entire home/apt,523.0,3,8,0.36,355
928088220090700371,2816490,Zuid,Entire home/apt,,3,5,0.23,0
928094425646945431,496874888,De Pijp - Rivierenbuurt,Entire home/apt,198.0,4,11,0.49,153
928121288279308104,2049639,Noord-West,Entire home/apt,132.0,4,0,,4
928196436335539495,10843415,Watergraafsmeer,Entire home/apt,185.0,5,4,0.17,18
928201214259691418,357673486,Centrum-Oost,Entire home/apt,207.0,2,184,8.09,189
928220165517180022,19746918,Buitenveldert - Zuidas,Entire home/apt,300.0,7,2,0.1,100
928694950874129753,31902708,Oud-Oost,Entire home/apt,330.0,5,8,0.35,177
928818094165344855,22727877,Oud-Oost,Entire home/apt,429.0,2,26,1.11,145
928836593186335819,33089398,De Baarsjes - Oud-West,Entire home/apt,,3,11,0.74,0
928914791487595291,51432601,Oud-Oost,Entire home/apt,207.0,2,15,0.66,209
928915407240398231,10223378,IJburg - Zeeburgereiland,Entire home/apt,522.0,3,2,0.09,198
928954856887425617,85602577,Zuid,Entire home/apt,160.0,3,4,0.18,209
929102081868729587,63253558,De Pijp - Rivierenbuurt,Entire home/apt,243.0,3,0,,142
929461520907172793,39110511,Centrum-West,Entire home/apt,399.0,1,11,0.48,68
929472542395632152,464220416,Watergraafsmeer,Private room,280.0,1,0,,365
929496432312775414,19556955,Centrum-West,Entire home/apt,428.0,2,28,1.2,168
929513570428252521,15054166,Oostelijk Havengebied - Indische Buurt,Entire home/apt,257.0,4,12,0.52,15
929556261038936908,17434309,Centrum-West,Entire home/apt,,3,7,0.3,0
929572710408540319,12241861,Oud-Oost,Entire home/apt,,3,7,0.32,0
929575971168405759,119659431,De Baarsjes - Oud-West,Entire home/apt,265.0,3,5,0.35,268
929590795294483087,16817392,Westerpark,Entire home/apt,270.0,4,0,,284
929634582658881533,524084192,De Baarsjes - Oud-West,Entire home/apt,322.0,2,14,0.6,34
929729199930101315,186742297,Bijlmer-Centrum,Private room,82.0,2,147,6.22,307
930122118915828015,67769538,Slotervaart,Entire home/apt,109.0,3,18,0.8,28
930160493209573931,51218995,Zuid,Entire home/apt,235.0,3,14,0.6,47
930273736835908378,19772697,De Baarsjes - Oud-West,Entire home/apt,,5,5,0.23,0
930295709606567467,130154568,Gaasperdam - Driemond,Entire home/apt,162.0,2,10,0.53,180
930317679534372417,515401060,Centrum-West,Private room,,3,113,5.05,81
930346898151724382,456972506,Centrum-Oost,Entire home/apt,412.0,3,13,0.55,305
930814006761975319,25359885,Oud-Noord,Entire home/apt,248.0,7,5,0.23,22
931003618735138081,16586346,Bos en Lommer,Entire home/apt,173.0,3,6,0.27,209
931198734383036232,460293322,Oud-Noord,Entire home/apt,221.0,3,3,0.28,5
931637370191043309,29026121,De Pijp - Rivierenbuurt,Entire home/apt,,5,2,0.09,0
931703529527847896,18334011,Zuid,Entire home/apt,260.0,2,90,4.46,93
931843450084883274,153249809,De Pijp - Rivierenbuurt,Entire home/apt,,2,7,0.33,0
931925909941281503,89142409,Oud-Oost,Entire home/apt,,1,14,0.63,8
931971513314954289,1174565,De Baarsjes - Oud-West,Entire home/apt,448.0,6,1,0.1,24
932265781418666695,15548558,Centrum-West,Entire home/apt,713.0,3,7,0.31,29
932345363392046838,50894032,Bos en Lommer,Entire home/apt,174.0,5,3,0.14,11
932354325113875161,92194,Watergraafsmeer,Entire home/apt,296.0,7,3,0.15,18
932375290453379957,35519087,Centrum-West,Entire home/apt,,4,12,0.53,5
932591184420811409,235039425,Westerpark,Entire home/apt,,3,1,0.05,0
932626141896415124,79875749,Oud-Oost,Entire home/apt,,6,1,0.07,0
932652624129790915,93989616,Centrum-West,Entire home/apt,215.0,3,97,4.13,60
932931384044743876,124558705,Oud-Oost,Entire home/apt,,4,7,0.35,72
933076893621483614,226655161,De Pijp - Rivierenbuurt,Entire home/apt,696.0,3,10,0.43,354
933188132506826453,510741608,De Pijp - Rivierenbuurt,Entire home/apt,221.0,3,61,2.67,317
933741579053584519,51583575,De Baarsjes - Oud-West,Entire home/apt,219.0,2,14,0.62,39
933805457527905351,6668514,Oud-Oost,Entire home/apt,,4,10,0.45,0
933817297929086080,23735614,Bos en Lommer,Entire home/apt,,5,5,0.22,0
933821384581287988,19723982,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,3,6,0.26,0
933835242781701900,84624116,De Baarsjes - Oud-West,Entire home/apt,,3,12,0.56,0
933885643533921425,355387959,De Pijp - Rivierenbuurt,Entire home/apt,264.0,1,0,,269
933924657824784872,79228674,De Pijp - Rivierenbuurt,Entire home/apt,300.0,2,17,0.77,364
933995364768839509,11098265,Zuid,Entire home/apt,126.0,3,117,5.01,166
934097161646009056,33797621,Oud-Noord,Entire home/apt,,2,5,0.23,0
934110146660830030,347763513,De Baarsjes - Oud-West,Entire home/apt,,4,10,0.45,10
934462227666279120,173534908,Buitenveldert - Zuidas,Entire home/apt,425.0,7,0,,2
934567207398964996,50629075,De Pijp - Rivierenbuurt,Entire home/apt,,3,5,0.22,0
934628534656022387,39110511,Watergraafsmeer,Entire home/apt,199.0,1,5,0.25,112
934631997607653730,13693184,De Pijp - Rivierenbuurt,Entire home/apt,,4,5,0.22,0
934708682313538783,28638556,Zuid,Entire home/apt,250.0,1,6,0.27,362
934859413280761875,10309261,Slotervaart,Entire home/apt,207.0,5,2,0.09,17
935257786237053908,5606597,De Aker - Nieuw Sloten,Private room,,1,1,0.07,0
935261496418177272,255948705,De Baarsjes - Oud-West,Entire home/apt,,4,10,0.45,9
935272940446074425,7592803,Westerpark,Entire home/apt,,3,18,0.8,0
935425525601549474,26073303,Centrum-West,Entire home/apt,495.0,2,9,0.39,168
935540680166347869,410679125,Oud-Oost,Entire home/apt,,3,4,0.17,0
936041353520088070,205960972,Centrum-Oost,Private room,,2,27,1.19,0
936059342268937302,43775630,De Baarsjes - Oud-West,Entire home/apt,325.0,6,1,0.05,17
936066204255849318,44770262,Oud-Noord,Private room,97.0,3,45,1.96,49
936111311299441447,68207350,De Pijp - Rivierenbuurt,Entire home/apt,675.0,5,11,0.48,365
936126884991859148,7845987,Oud-Noord,Entire home/apt,,3,0,,0
936151464388580509,525850050,Westerpark,Entire home/apt,314.0,3,16,0.7,261
936222880778985571,387480778,De Pijp - Rivierenbuurt,Entire home/apt,675.0,2,15,0.68,249
936230283812475325,23207308,Watergraafsmeer,Entire home/apt,,2,3,0.14,0
936240469076205321,5872760,De Baarsjes - Oud-West,Entire home/apt,225.0,4,0,,69
936294457402554213,29669948,Noord-West,Entire home/apt,,4,1,0.07,0
936654166783816281,83464142,De Pijp - Rivierenbuurt,Entire home/apt,,2,8,0.36,0
936736983467851799,23563568,De Pijp - Rivierenbuurt,Entire home/apt,,1,4,0.21,0
936788523249744948,201621885,IJburg - Zeeburgereiland,Entire home/apt,,3,10,0.44,0
936814096393617140,111825207,Centrum-Oost,Entire home/apt,194.0,3,71,3.44,157
936850756815297699,7736063,Centrum-Oost,Entire home/apt,,2,7,0.3,0
936891106987324098,34057588,Westerpark,Private room,129.0,2,62,2.69,47
936932889183007877,26287664,Buitenveldert - Zuidas,Entire home/apt,223.0,2,17,0.8,319
936970614342682907,525387344,Bos en Lommer,Entire home/apt,293.0,3,2,0.09,15
936982067497294893,9939424,Centrum-Oost,Entire home/apt,293.0,3,8,0.35,11
937008083885028806,81642246,Buitenveldert - Zuidas,Entire home/apt,205.0,2,11,0.48,18
937040480939841068,44770262,Oud-Noord,Private room,98.0,4,58,2.52,127
937681954220734008,517730311,De Pijp - Rivierenbuurt,Entire home/apt,260.0,2,5,0.23,360
937736568049101235,23103780,Centrum-Oost,Entire home/apt,553.0,3,6,0.27,230
937739119407794653,12424264,Watergraafsmeer,Entire home/apt,344.0,4,4,0.23,19
937766531150031282,25630429,Zuid,Entire home/apt,,5,4,0.18,0
937778572168445385,23803762,De Baarsjes - Oud-West,Entire home/apt,,4,2,0.1,0
938099786508114629,16583473,Buitenveldert - Zuidas,Private room,109.0,30,1,0.29,234
938122933692889683,6354227,Oud-Noord,Entire home/apt,225.0,3,13,0.59,107
938129095574755816,39110511,De Pijp - Rivierenbuurt,Entire home/apt,225.0,1,13,0.59,92
938315419772528508,416330065,De Baarsjes - Oud-West,Entire home/apt,346.0,2,9,0.44,23
938355707937895124,8009707,Oud-Noord,Entire home/apt,143.0,2,17,0.76,80
938383867707123499,100133885,Oostelijk Havengebied - Indische Buurt,Entire home/apt,155.0,2,8,0.52,0
938401496901833990,5680826,De Pijp - Rivierenbuurt,Entire home/apt,400.0,1,12,0.53,77
938406850252796142,106685305,Watergraafsmeer,Entire home/apt,,2,4,0.18,0
938439004409061352,853028,Zuid,Entire home/apt,281.0,4,15,0.67,43
938483919952615394,510667467,Centrum-Oost,Entire home/apt,420.0,2,8,0.35,78
938746543920330117,526618481,Oud-Noord,Entire home/apt,189.0,3,20,0.87,31
938768465059660960,29285323,De Baarsjes - Oud-West,Entire home/apt,,3,8,0.36,0
938853684111781708,21436148,Oud-Oost,Entire home/apt,,5,4,0.18,22
938871150382981179,61302884,Centrum-Oost,Entire home/apt,,2,0,,0
939007524175687024,7242440,Oostelijk Havengebied - Indische Buurt,Entire home/apt,331.0,5,7,0.3,15
939051866966772431,155245508,Zuid,Entire home/apt,,3,3,0.15,0
939081812175975963,120516348,De Pijp - Rivierenbuurt,Entire home/apt,275.0,2,10,0.44,89
939165049140338793,62803369,Noord-Oost,Entire home/apt,257.0,3,3,0.13,314
939627823120737775,2056690,Zuid,Entire home/apt,,2,23,1.0,2
939651130074064568,12859025,Zuid,Entire home/apt,,3,2,0.1,0
939850756862703913,46278399,De Pijp - Rivierenbuurt,Entire home/apt,1602.0,3,6,0.26,14
939926338004850560,7215643,Noord-West,Entire home/apt,180.0,4,3,0.14,329
940245040327068084,52446479,Zuid,Entire home/apt,,5,2,0.09,0
940349508745569691,525570164,Centrum-West,Entire home/apt,,3,6,0.27,0
940391979580719136,147234297,Centrum-Oost,Entire home/apt,302.0,4,11,0.49,16
940487082718959482,13655037,Oud-Oost,Entire home/apt,,3,3,0.15,0
940492514117974293,12090309,Centrum-West,Entire home/apt,375.0,4,5,0.25,137
940661674868235591,49066415,Centrum-Oost,Entire home/apt,127.0,3,19,0.86,2
941023765077787000,5097799,De Baarsjes - Oud-West,Private room,272.0,2,16,0.81,117
941218875217004147,22931049,De Baarsjes - Oud-West,Entire home/apt,,3,4,0.19,0
941243980403100595,231146517,De Baarsjes - Oud-West,Entire home/apt,192.0,2,9,0.42,17
941688550580682043,527358489,Zuid,Entire home/apt,,4,5,0.24,0
941698577457725903,75424608,De Pijp - Rivierenbuurt,Entire home/apt,,5,7,0.33,0
941719564374496369,42011563,Oostelijk Havengebied - Indische Buurt,Entire home/apt,284.0,4,3,0.14,182
941916156028641441,81495877,De Pijp - Rivierenbuurt,Entire home/apt,,2,1,0.04,0
941942511414283037,10048959,Zuid,Entire home/apt,,3,4,0.18,4
941982923316434638,130022015,De Baarsjes - Oud-West,Entire home/apt,,3,11,0.49,0
941991129362482939,527444539,Zuid,Entire home/apt,,5,2,0.16,4
942015123975133471,407814298,De Baarsjes - Oud-West,Entire home/apt,337.0,2,4,0.21,51
942056157133765942,211159653,De Baarsjes - Oud-West,Entire home/apt,163.0,4,12,0.59,26
942471880180527140,2462748,Noord-West,Entire home/apt,176.0,5,2,0.09,199
942509977175329236,527581023,Oud-Noord,Private room,127.0,2,145,6.55,233
942511763720053918,309173192,Westerpark,Entire home/apt,351.0,3,0,,365
942584521734139907,689016,Noord-West,Private room,,1,19,0.83,0
942664259232621046,399186053,Westerpark,Entire home/apt,,5,7,0.31,0
942786576297956734,69462209,De Pijp - Rivierenbuurt,Private room,138.0,1,11,0.57,307
943168198282036282,522727959,Centrum-West,Private room,150.0,1,9,0.64,61
943324935229158687,39110511,Centrum-West,Private room,170.0,1,22,0.98,39
943345873838559918,15531406,IJburg - Zeeburgereiland,Entire home/apt,200.0,3,3,0.14,268
943394700176609371,143098191,Zuid,Entire home/apt,251.0,3,6,0.27,13
943423716597490569,498869432,De Baarsjes - Oud-West,Entire home/apt,,4,3,0.14,0
943587674639090392,14012819,Slotervaart,Entire home/apt,,2,6,0.28,0
