listing_id,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
36338125,273266448,De Baarsjes - Oud-West,Entire home/apt,312.0,1,81,1.12,6
36342920,198405490,Centrum-West,Entire home/apt,433.0,3,61,0.87,302
36346375,3680036,De Baarsjes - Oud-West,Entire home/apt,234.0,2,18,0.25,18
36347815,273338682,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,4,5,0.07,0
36347936,27834929,Oud-Noord,Entire home/apt,,7,2,0.09,1
36369406,2956215,De Pijp - Rivierenbuurt,Private room,135.0,1,77,1.07,80
36369887,18614907,Westerpark,Entire home/apt,850.0,1,5,0.07,363
36369889,5721318,Slotervaart,Entire home/apt,,5,0,,0
36377994,29785989,Centrum-Oost,Private room,162.0,3,338,4.67,14
36382742,7155259,Centrum-Oost,Entire home/apt,379.0,4,10,0.27,9
36383848,6999618,Noord-West,Entire home/apt,,2,15,0.21,0
36402100,273707659,Oud-Oost,Entire home/apt,,2,12,0.17,0
36404771,270245537,De Baarsjes - Oud-West,Entire home/apt,,1,3,0.04,0
36445013,29750186,Oud-Noord,Private room,,1,177,2.47,0
36446524,209991169,Centrum-West,Entire home/apt,176.0,5,61,1.39,356
36453462,248439764,De Baarsjes - Oud-West,Entire home/apt,353.0,3,9,0.5,75
36480673,48335755,Westerpark,Entire home/apt,300.0,5,4,0.06,20
36483173,6517611,Zuid,Entire home/apt,440.0,3,11,0.42,232
36496997,18273093,De Baarsjes - Oud-West,Entire home/apt,360.0,3,15,0.21,5
36498483,274421872,IJburg - Zeeburgereiland,Entire home/apt,110.0,3,9,0.13,7
36510223,274491889,Zuid,Entire home/apt,333.0,5,3,0.04,24
36513166,48703385,Centrum-West,Entire home/apt,304.0,1,261,3.62,188
36515699,1300994,Centrum-West,Entire home/apt,406.0,6,1,0.59,14
36519601,61519222,Slotervaart,Entire home/apt,,4,6,0.09,0
36546346,22639682,Osdorp,Entire home/apt,,2,38,0.53,0
36553249,89785993,De Baarsjes - Oud-West,Entire home/apt,,2,21,0.29,0
36556540,89079226,Centrum-West,Entire home/apt,,3,8,0.11,0
36561668,31702040,Centrum-West,Entire home/apt,153.0,2,141,2.02,171
36584098,5318388,Watergraafsmeer,Entire home/apt,,3,0,,0
36586486,273266448,De Baarsjes - Oud-West,Entire home/apt,312.0,2,72,1.0,9
36597869,90473374,De Baarsjes - Oud-West,Entire home/apt,675.0,4,0,,24
36609293,238122037,Centrum-West,Hotel room,,3,186,2.67,0
36615250,130374802,Centrum-Oost,Entire home/apt,,2,12,0.17,0
36616090,275226527,Bos en Lommer,Entire home/apt,,3,26,0.37,0
36617058,140775798,Noord-Oost,Private room,145.0,2,63,0.88,59
36619516,273576899,Oud-Oost,Entire home/apt,,1,15,0.21,0
36626038,7926799,Oostelijk Havengebied - Indische Buurt,Entire home/apt,155.0,5,4,0.06,8
36627748,140775798,Noord-Oost,Private room,143.0,2,52,0.72,57
36628072,140775798,Noord-Oost,Private room,146.0,2,47,0.65,64
36628264,140775798,Noord-Oost,Private room,152.0,2,52,0.72,52
36632513,140775798,Noord-Oost,Private room,135.0,2,51,0.71,65
36657165,275518594,Zuid,Entire home/apt,275.0,4,57,0.79,251
36669987,92375384,Oud-Oost,Entire home/apt,291.0,1,246,3.47,212
36683728,59453020,Osdorp,Entire home/apt,,2,3,0.18,0
36697451,10613825,IJburg - Zeeburgereiland,Entire home/apt,136.0,3,109,1.54,72
36711377,167351025,Centrum-West,Entire home/apt,365.0,3,30,0.42,365
36732140,62643050,Oud-Oost,Private room,101.0,1,146,2.03,32
36756084,3320018,Slotervaart,Entire home/apt,,3,29,0.41,7
36759213,118357014,Westerpark,Entire home/apt,,3,21,0.3,0
36760602,248046023,De Baarsjes - Oud-West,Entire home/apt,,5,12,0.17,0
36764257,5712107,Centrum-Oost,Entire home/apt,,2,14,0.2,0
36781797,31632922,De Baarsjes - Oud-West,Entire home/apt,,1,7,0.1,0
36784801,10009066,Westerpark,Entire home/apt,321.0,2,27,0.38,186
36790110,276530904,Westerpark,Entire home/apt,,3,2,0.03,0
36796300,145396624,De Pijp - Rivierenbuurt,Entire home/apt,800.0,3,18,0.45,101
36803582,30691347,Noord-West,Entire home/apt,193.0,3,12,0.17,52
36824667,273266448,De Baarsjes - Oud-West,Entire home/apt,312.0,2,70,0.97,9
36828236,10698721,Centrum-West,Private room,350.0,2,204,2.9,13
36828445,276803998,Buitenveldert - Zuidas,Entire home/apt,,1,8,0.11,0
36829748,273266448,De Baarsjes - Oud-West,Entire home/apt,312.0,1,61,0.85,16
36835036,242918537,Centrum-West,Private room,,3,25,0.35,0
36849604,3432339,De Pijp - Rivierenbuurt,Entire home/apt,,2,5,0.08,0
36856175,277018360,Bos en Lommer,Entire home/apt,292.0,2,41,0.57,37
36861325,277056416,Noord-West,Entire home/apt,,2,5,0.07,0
36863216,503491020,Oud-Oost,Hotel room,172.0,1,36,0.51,287
36863220,503491020,Oud-Oost,Hotel room,183.0,1,4,0.08,100
36865363,203731852,Centrum-Oost,Hotel room,225.0,1,31,0.44,214
36865545,203731852,Centrum-Oost,Private room,224.0,1,26,0.37,226
36869704,29307510,De Baarsjes - Oud-West,Entire home/apt,,3,25,0.35,0
36875892,11785935,De Pijp - Rivierenbuurt,Entire home/apt,,7,6,0.08,0
36877030,39680367,Oud-Oost,Entire home/apt,,2,16,0.23,0
36900570,25420294,IJburg - Zeeburgereiland,Entire home/apt,,6,4,0.06,0
36903803,15069533,Slotervaart,Entire home/apt,,3,13,0.2,0
36928848,9048125,Buitenveldert - Zuidas,Private room,78.0,1,106,1.5,92
36953210,4513007,IJburg - Zeeburgereiland,Entire home/apt,149.0,4,130,1.86,85
36960971,25486069,Centrum-West,Private room,168.0,4,151,2.11,152
36967525,79996951,Centrum-West,Entire home/apt,,3,14,0.2,0
36972460,1924176,De Baarsjes - Oud-West,Entire home/apt,,3,12,0.17,0
36972770,95403820,De Pijp - Rivierenbuurt,Entire home/apt,,1,6,0.26,0
36976203,8648444,De Baarsjes - Oud-West,Entire home/apt,449.0,7,3,0.04,21
36997955,62718797,Oud-Noord,Entire home/apt,148.0,1,16,0.24,25
37011867,5985569,Zuid,Entire home/apt,,4,6,0.16,0
37014677,163592969,Noord-West,Private room,75.0,2,227,3.17,50
37079603,13054938,De Pijp - Rivierenbuurt,Entire home/apt,261.0,2,34,0.48,44
37085081,22107823,Centrum-West,Entire home/apt,,4,16,0.22,0
37137406,79302346,Buitenveldert - Zuidas,Entire home/apt,140.0,2,12,0.17,11
37207503,17834960,De Aker - Nieuw Sloten,Entire home/apt,155.0,4,2,0.2,7
37211717,13340258,Zuid,Private room,,2,19,0.27,0
37231449,22204012,Centrum-West,Entire home/apt,,3,12,0.31,0
37238436,93988977,De Baarsjes - Oud-West,Entire home/apt,396.0,4,13,0.6,20
37262253,29986773,Westerpark,Entire home/apt,144.0,7,14,0.24,1
37286259,4281679,De Baarsjes - Oud-West,Entire home/apt,352.0,5,1,0.07,20
37318497,3681145,Centrum-Oost,Entire home/apt,173.0,7,31,0.44,34
37324008,156290299,Westerpark,Entire home/apt,,3,6,0.08,0
37343840,7727479,IJburg - Zeeburgereiland,Private room,193.0,3,56,0.79,89
37344101,281337057,De Baarsjes - Oud-West,Hotel room,,2,117,1.64,28
37358259,50369989,Zuid,Entire home/apt,,5,4,0.13,0
37377149,72259570,Bos en Lommer,Entire home/apt,,2,16,0.22,0
37378443,47158198,Westerpark,Entire home/apt,,5,19,0.29,0
37382718,3886755,De Baarsjes - Oud-West,Entire home/apt,175.0,4,25,0.35,31
37475591,212610914,Westerpark,Entire home/apt,,2,1,0.03,0
37491670,37249612,Bos en Lommer,Entire home/apt,240.0,3,14,0.2,6
37493556,281337057,De Baarsjes - Oud-West,Hotel room,,2,127,1.78,52
37507709,3592,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,2,11,0.16,0
37517388,283181866,Centrum-Oost,Entire home/apt,,3,12,0.17,0
37528056,283388317,Bos en Lommer,Entire home/apt,,4,5,0.07,0
37554677,198405490,Centrum-West,Entire home/apt,392.0,5,14,0.2,88
37564869,141208902,De Baarsjes - Oud-West,Entire home/apt,144.0,2,17,0.49,43
37576592,12076328,Centrum-Oost,Entire home/apt,307.0,2,125,1.83,262
37585995,2117385,Noord-West,Entire home/apt,149.0,2,38,0.53,113
37591658,18079137,Oud-Oost,Entire home/apt,,3,4,0.09,0
37595681,194127289,Westerpark,Entire home/apt,,4,17,0.24,3
37614789,53070337,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,14,3,0.04,0
37643572,46433878,IJburg - Zeeburgereiland,Private room,,3,9,0.13,0
37645132,265970789,Centrum-Oost,Entire home/apt,,4,3,0.04,0
37679076,836112,Noord-West,Entire home/apt,213.0,4,5,0.07,178
37680995,3308880,Geuzenveld - Slotermeer,Entire home/apt,315.0,6,15,0.42,39
37802767,5065468,Watergraafsmeer,Entire home/apt,,1,14,0.41,0
37806154,230959164,Geuzenveld - Slotermeer,Entire home/apt,221.0,4,12,0.25,32
37819327,8136794,Centrum-West,Entire home/apt,245.0,2,19,0.27,82
37821779,31841864,De Pijp - Rivierenbuurt,Entire home/apt,,7,7,0.1,25
37834161,3648688,Zuid,Entire home/apt,500.0,4,9,0.25,32
37853184,2399572,Noord-West,Entire home/apt,230.0,2,0,,15
37854284,24759842,Centrum-West,Entire home/apt,,3,28,0.4,0
37869132,75237279,Watergraafsmeer,Entire home/apt,1468.0,3,9,0.13,16
37870238,7225606,De Baarsjes - Oud-West,Entire home/apt,,3,9,0.13,0
37901569,18631243,Oostelijk Havengebied - Indische Buurt,Entire home/apt,315.0,2,23,0.41,319
37906018,24483639,Noord-West,Entire home/apt,171.0,5,14,0.2,364
37937149,287463018,Oud-Oost,Entire home/apt,,4,12,0.17,0
37957530,287767349,Oud-Oost,Entire home/apt,,2,8,0.11,0
37977698,2368759,Watergraafsmeer,Entire home/apt,,10,6,0.09,0
37995064,145367114,Zuid,Entire home/apt,470.0,5,12,0.18,35
38005237,288298929,Oud-Oost,Entire home/apt,,2,16,0.23,0
38012872,25457220,Oud-Oost,Entire home/apt,,5,89,1.3,0
38039630,58226162,Zuid,Entire home/apt,237.0,3,18,0.54,105
38082061,258734241,Watergraafsmeer,Private room,174.0,3,127,1.82,280
38160039,45267217,Zuid,Entire home/apt,221.0,1,19,0.27,45
38160285,269050,Centrum-West,Entire home/apt,184.0,2,139,2.0,39
38169856,503491020,Oud-Oost,Hotel room,158.0,1,1,0.02,0
38170545,281658595,Westerpark,Entire home/apt,257.0,1,18,0.26,361
38170726,281658595,Westerpark,Entire home/apt,222.0,1,57,0.82,360
38170899,281658595,Westerpark,Entire home/apt,491.0,1,23,0.34,344
38178302,32517189,Oostelijk Havengebied - Indische Buurt,Entire home/apt,218.0,10,20,0.59,41
38182173,11833365,Oud-Oost,Entire home/apt,179.0,2,51,0.73,18
38214466,131911468,Centrum-Oost,Entire home/apt,488.0,1,74,1.06,340
38214492,6960531,Centrum-Oost,Entire home/apt,,2,53,0.76,5
38236088,161255855,Slotervaart,Entire home/apt,,3,1,0.04,0
38257620,78235694,Oud-Oost,Entire home/apt,188.0,3,9,0.26,185
38277051,9543617,De Baarsjes - Oud-West,Entire home/apt,,6,5,0.14,0
38307889,61088514,Centrum-West,Entire home/apt,,3,31,0.45,0
38337368,202713005,Noord-Oost,Private room,85.0,2,28,0.4,75
38339642,37011999,Oud-Noord,Private room,119.0,2,133,1.89,251
38373588,18454413,De Baarsjes - Oud-West,Entire home/apt,399.0,3,11,0.16,41
38377537,5505191,Oud-Oost,Entire home/apt,257.0,3,31,0.45,12
38380150,96876206,De Pijp - Rivierenbuurt,Entire home/apt,,6,4,0.17,0
38381341,55863637,Osdorp,Entire home/apt,,1,2,0.03,0
38382746,292329394,IJburg - Zeeburgereiland,Private room,,2,10,0.15,0
38400670,15422752,Centrum-Oost,Entire home/apt,,2,7,0.1,0
38417080,127018092,De Pijp - Rivierenbuurt,Private room,,2,33,0.47,0
38422857,78410826,Centrum-Oost,Entire home/apt,172.0,5,63,1.05,208
38425685,17458008,Westerpark,Private room,126.0,2,171,2.45,349
38453937,157323,Bos en Lommer,Entire home/apt,,2,12,0.96,0
38455147,25045762,De Pijp - Rivierenbuurt,Private room,,1,1,0.01,0
38484240,28500782,De Baarsjes - Oud-West,Entire home/apt,,5,3,0.08,0
38485099,4374457,De Baarsjes - Oud-West,Entire home/apt,350.0,6,3,0.04,351
38507250,2547237,Oud-Noord,Entire home/apt,295.0,3,4,0.06,364
38517539,49392640,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,4,6,0.09,0
38530763,12724394,Centrum-West,Entire home/apt,250.0,2,46,0.66,89
38535377,17461550,Westerpark,Entire home/apt,,3,14,0.2,0
38536192,5240485,Geuzenveld - Slotermeer,Private room,108.0,3,21,0.3,77
38547079,23926573,Noord-West,Entire home/apt,138.0,2,14,0.21,13
38564689,1626360,De Pijp - Rivierenbuurt,Entire home/apt,359.0,2,6,0.42,262
38565275,7443489,Westerpark,Private room,225.0,2,108,1.55,68
38565298,1453893,De Baarsjes - Oud-West,Entire home/apt,,2,1,0.01,0
38576040,104729572,Buitenveldert - Zuidas,Entire home/apt,445.0,4,11,0.16,26
38591607,269050,Centrum-West,Entire home/apt,190.0,1,53,0.89,21
38592296,9866627,De Baarsjes - Oud-West,Entire home/apt,350.0,3,27,0.39,40
38612673,25045762,De Pijp - Rivierenbuurt,Entire home/apt,,2,12,0.31,0
38616827,19902029,Watergraafsmeer,Entire home/apt,,5,11,0.16,0
38631602,136557289,Osdorp,Private room,,5,18,0.26,0
38632216,295063517,Westerpark,Entire home/apt,,2,8,0.12,0
38632941,136557289,Osdorp,Private room,,3,50,0.72,0
38634976,2390649,Centrum-Oost,Entire home/apt,200.0,3,101,1.46,23
38694596,154433811,Slotervaart,Private room,69.0,1,200,2.86,64
38698905,154433811,Slotervaart,Private room,67.0,1,209,2.99,67
38726341,296125419,Oud-Oost,Entire home/apt,,3,13,0.19,0
38745397,699671,Centrum-Oost,Entire home/apt,632.0,2,19,0.27,161
38787975,13365686,De Baarsjes - Oud-West,Entire home/apt,,2,11,0.16,0
38808011,3779178,De Pijp - Rivierenbuurt,Entire home/apt,,3,17,0.25,0
38811697,48679771,De Baarsjes - Oud-West,Entire home/apt,,5,7,0.24,0
38813137,54326139,Geuzenveld - Slotermeer,Entire home/apt,,3,5,0.07,0
38819542,22882611,De Baarsjes - Oud-West,Entire home/apt,,2,16,0.23,0
38839129,9191210,Oud-Noord,Entire home/apt,247.0,5,4,0.29,21
38862265,38652025,Oud-Oost,Entire home/apt,,4,15,0.22,0
38869887,297663351,Centrum-Oost,Entire home/apt,,7,95,1.39,36
38874720,44051824,IJburg - Zeeburgereiland,Private room,75.0,2,198,4.2,243
38886433,50300599,Slotervaart,Entire home/apt,,2,8,0.12,0
38887993,56997633,Westerpark,Private room,221.0,1,75,1.13,52
38889612,38177896,Bos en Lommer,Entire home/apt,238.0,3,15,0.42,6
38894386,211883966,De Pijp - Rivierenbuurt,Entire home/apt,,2,9,0.13,0
38900305,26988097,De Pijp - Rivierenbuurt,Entire home/apt,,1,30,0.44,0
38945175,15604365,Centrum-West,Entire home/apt,238.0,90,16,0.23,86
38945731,3956298,Westerpark,Entire home/apt,506.0,4,22,0.65,151
38967864,16247791,Watergraafsmeer,Entire home/apt,,30,0,,0
38977812,38274141,Noord-West,Entire home/apt,162.0,2,53,0.77,304
38978828,46398164,Slotervaart,Entire home/apt,167.0,2,25,0.38,348
39022530,271249820,Centrum-West,Entire home/apt,200.0,2,14,0.2,0
39026433,29950130,De Baarsjes - Oud-West,Entire home/apt,166.0,1,8,0.12,2
39026851,32140635,De Baarsjes - Oud-West,Entire home/apt,356.0,4,19,0.28,27
39028077,95982246,Oud-Oost,Private room,102.0,2,370,5.36,150
39040034,10205715,Centrum-West,Entire home/apt,350.0,4,22,0.32,177
39072906,299478966,De Aker - Nieuw Sloten,Private room,,1,5,0.07,0
39079814,66324661,De Baarsjes - Oud-West,Private room,,3,143,2.14,0
39084258,299555409,Noord-West,Entire home/apt,420.0,2,170,2.55,118
39085563,1406783,Oud-Noord,Entire home/apt,87.0,75,0,,351
39085747,299566086,Geuzenveld - Slotermeer,Private room,95.0,1,186,2.68,60
39096717,58778701,De Baarsjes - Oud-West,Entire home/apt,,3,15,0.22,0
39143794,108011218,Oud-Oost,Entire home/apt,144.0,3,15,0.23,29
39167109,300441303,Oud-Oost,Entire home/apt,250.0,1,71,1.03,134
39168555,300476521,De Baarsjes - Oud-West,Private room,127.0,1,254,3.71,319
39173597,300542017,Oud-Oost,Entire home/apt,315.0,4,20,0.3,14
39184455,297593311,De Pijp - Rivierenbuurt,Entire home/apt,275.0,3,73,1.85,3
39192993,14793877,De Baarsjes - Oud-West,Private room,,3,10,0.31,0
39194258,300754328,Westerpark,Entire home/apt,347.0,3,31,0.45,11
39267402,8851707,Buitenveldert - Zuidas,Entire home/apt,220.0,2,15,0.22,0
39268481,301472165,Zuid,Entire home/apt,,2,9,0.13,0
39269463,302497029,Centrum-West,Entire home/apt,,1,17,0.25,0
39275166,120258144,Bos en Lommer,Entire home/apt,,1,0,,0
39288199,301633735,Westerpark,Private room,,5,24,0.35,10
39308833,100602678,Buitenveldert - Zuidas,Private room,100.0,1,42,0.61,0
39328397,16410524,Oud-Oost,Entire home/apt,,20,6,0.09,0
39333792,5974982,Oud-Oost,Entire home/apt,319.0,3,21,0.31,354
39361288,37032349,Centrum-Oost,Entire home/apt,208.0,1,233,3.54,58
39381845,58428526,Bos en Lommer,Entire home/apt,241.0,2,65,0.99,294
39401306,56997633,Westerpark,Private room,119.0,1,98,1.43,55
39431135,3884675,Centrum-West,Entire home/apt,,3,18,0.26,0
39457429,11197487,Geuzenveld - Slotermeer,Entire home/apt,360.0,4,8,0.23,12
39472215,16915818,Noord-West,Entire home/apt,,7,6,0.09,0
39497428,82267555,Centrum-West,Entire home/apt,600.0,30,18,0.26,220
39501874,23824257,Centrum-West,Entire home/apt,578.0,3,43,0.63,329
39521045,6265216,Noord-Oost,Private room,,2,167,2.44,0
39529278,303597180,Centrum-West,Private room,366.0,1,10,0.15,327
39529472,303597180,Centrum-West,Private room,477.0,1,0,,324
39543731,205830809,Bijlmer-Centrum,Private room,69.0,3,206,3.14,43
39607386,8951693,Centrum-West,Entire home/apt,,2,23,0.35,0
39607939,5950325,De Pijp - Rivierenbuurt,Entire home/apt,,20,4,0.06,0
39615215,71806149,De Baarsjes - Oud-West,Private room,79.0,2,54,1.31,31
39630683,7841354,Noord-West,Entire home/apt,,5,27,0.39,1
39631953,111774243,Geuzenveld - Slotermeer,Entire home/apt,,4,4,0.06,0
39642322,185471379,Slotervaart,Private room,,7,38,0.57,0
39645315,304647792,Buitenveldert - Zuidas,Entire home/apt,,2,16,0.23,0
39660257,27272285,Bos en Lommer,Entire home/apt,,4,7,0.25,0
39660645,7395971,De Baarsjes - Oud-West,Entire home/apt,174.0,3,15,0.22,23
39669557,18147307,Slotervaart,Entire home/apt,196.0,2,18,0.27,21
39683469,11086551,Centrum-Oost,Entire home/apt,300.0,25,6,0.09,261
39684058,25264349,Centrum-Oost,Private room,176.0,3,76,1.14,245
39710965,154433811,Slotervaart,Private room,67.0,1,192,2.8,86
39711987,2532968,Oud-Oost,Entire home/apt,187.0,2,11,0.25,23
39725240,4386675,Oud-Noord,Entire home/apt,966.0,2,109,1.61,226
39737928,9591694,Oud-Oost,Entire home/apt,,2,16,0.24,0
39748023,90763730,Centrum-Oost,Entire home/apt,,5,10,0.15,0
39809327,12694637,Centrum-Oost,Private room,,1,9,0.13,0
39829227,306449667,IJburg - Zeeburgereiland,Private room,143.0,3,42,1.55,38
39829995,306454306,Westerpark,Entire home/apt,,2,12,0.18,0
39830817,10990453,De Baarsjes - Oud-West,Entire home/apt,196.0,4,23,0.34,74
39833181,67171484,De Pijp - Rivierenbuurt,Entire home/apt,,5,5,0.1,0
39836441,2097993,Noord-West,Entire home/apt,280.0,4,1,0.1,134
39837835,2442401,De Pijp - Rivierenbuurt,Entire home/apt,,2,14,0.21,0
39838015,30362238,De Baarsjes - Oud-West,Entire home/apt,,4,1,0.01,0
39855917,306791235,Watergraafsmeer,Entire home/apt,,3,137,2.01,13
39891194,219078200,Westerpark,Entire home/apt,,3,18,0.26,2
39894293,708139,Oostelijk Havengebied - Indische Buurt,Entire home/apt,250.0,4,25,0.37,314
39894301,18827935,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,3,22,0.32,0
39896329,185510010,Centrum-West,Entire home/apt,326.0,3,104,1.53,351
39896478,39128253,Oud-Oost,Entire home/apt,,2,11,0.16,0
39914987,34992358,Centrum-West,Entire home/apt,263.0,3,79,1.18,137
39918326,307583187,De Pijp - Rivierenbuurt,Private room,,2,96,1.42,23
39921293,7425140,Noord-Oost,Entire home/apt,189.0,2,5,0.22,0
39934996,59886206,Centrum-West,Entire home/apt,,3,12,0.27,0
39957137,1824506,Centrum-Oost,Private room,170.0,3,10,0.25,171
39969190,36057610,Westerpark,Entire home/apt,,3,10,0.15,0
39982218,308265800,De Baarsjes - Oud-West,Entire home/apt,123.0,4,14,0.21,29
39983652,157758808,De Baarsjes - Oud-West,Entire home/apt,218.0,3,26,0.38,26
39984297,308287773,De Baarsjes - Oud-West,Entire home/apt,292.0,3,9,0.33,56
39998311,51780662,De Baarsjes - Oud-West,Entire home/apt,,4,26,0.38,0
40002616,308060524,De Baarsjes - Oud-West,Entire home/apt,,11,2,0.03,0
40059726,44592823,De Baarsjes - Oud-West,Entire home/apt,120.0,4,7,0.18,76
40103243,16368447,Centrum-West,Private room,140.0,3,260,3.83,235
40110758,309463479,De Pijp - Rivierenbuurt,Private room,212.0,2,28,0.42,308
40128680,21167927,Centrum-Oost,Entire home/apt,,3,18,0.27,0
40136952,24449945,Centrum-Oost,Entire home/apt,,2,18,0.51,0
40146465,7729232,De Baarsjes - Oud-West,Entire home/apt,,6,11,0.17,0
40149515,309928956,De Pijp - Rivierenbuurt,Entire home/apt,170.0,1,3,0.27,72
40150321,91816760,Centrum-West,Entire home/apt,,3,1,0.02,0
40169757,310125283,Osdorp,Entire home/apt,,2,27,0.4,0
40171341,38427944,Westerpark,Entire home/apt,,3,14,0.21,0
40173191,146162511,Bos en Lommer,Entire home/apt,,1,6,0.09,0
40191258,39833982,De Pijp - Rivierenbuurt,Entire home/apt,159.0,3,257,3.81,71
40196568,302940677,Centrum-West,Private room,205.0,2,129,1.95,277
40225175,307825526,Centrum-West,Private room,106.0,1,135,2.01,85
40231867,310716632,De Baarsjes - Oud-West,Private room,177.0,30,145,2.18,267
40245488,23609488,Centrum-West,Private room,,2,146,2.22,25
40247038,50300599,Slotervaart,Private room,,1,2,0.03,0
40249718,310865765,Centrum-West,Entire home/apt,,3,1,0.02,0
40273013,99194923,Oostelijk Havengebied - Indische Buurt,Entire home/apt,299.0,3,29,0.43,164
40296030,15518704,Centrum-Oost,Private room,250.0,29,15,0.25,331
40324589,38487730,Oostelijk Havengebied - Indische Buurt,Entire home/apt,149.0,2,7,0.11,39
40335482,808981,Centrum-West,Private room,366.0,1,112,1.67,95
40343025,14514106,Oud-Noord,Entire home/apt,172.0,2,118,1.79,93
40367212,312020333,Centrum-West,Entire home/apt,,7,4,0.06,282
40368512,312020333,Centrum-West,Entire home/apt,385.0,7,46,1.05,337
40370727,85245220,Oostelijk Havengebied - Indische Buurt,Entire home/apt,,3,0,,0
40395562,107173083,De Baarsjes - Oud-West,Private room,300.0,1,375,5.55,114
40417258,13413671,Zuid,Private room,,1,244,3.62,0
40424114,39009584,IJburg - Zeeburgereiland,Private room,105.0,1,31,0.47,265
40427718,312657345,Centrum-West,Private room,276.0,1,191,2.85,63
40428175,312657345,Centrum-West,Private room,218.0,1,91,1.37,56
40484145,35285653,Slotervaart,Entire home/apt,,3,10,0.15,0
40484832,170886399,Centrum-Oost,Entire home/apt,187.0,2,33,0.5,21
40502734,219844432,Noord-West,Entire home/apt,,28,1,0.02,0
40503997,117024794,De Pijp - Rivierenbuurt,Entire home/apt,,2,2,0.03,0
40508791,45996789,Watergraafsmeer,Entire home/apt,,4,10,0.15,0
40518881,14025318,Zuid,Entire home/apt,128.0,5,6,0.09,5
40524374,124027020,Noord-Oost,Private room,199.0,2,83,1.25,69
40543045,314064340,Oud-Noord,Private room,114.0,3,123,1.83,34
40547032,48307910,De Baarsjes - Oud-West,Entire home/apt,,4,22,0.33,0
40552558,314141568,IJburg - Zeeburgereiland,Entire home/apt,205.0,2,202,3.06,311
40553422,133980473,Bos en Lommer,Entire home/apt,198.0,10,6,0.12,123
40563928,314312446,Centrum-Oost,Entire home/apt,391.0,2,37,0.55,364
40573531,4214364,De Pijp - Rivierenbuurt,Entire home/apt,,5,7,0.18,4
40591767,144991429,Zuid,Entire home/apt,,3,22,0.33,0
40611323,314684383,Bos en Lommer,Entire home/apt,108.0,90,22,0.33,289
40614744,91301415,Oud-Oost,Entire home/apt,,3,19,0.32,0
40626325,312020333,Centrum-West,Entire home/apt,446.0,7,49,0.91,327
40629039,15122071,Geuzenveld - Slotermeer,Entire home/apt,,3,9,0.14,0
40630889,26302846,De Pijp - Rivierenbuurt,Entire home/apt,,2,3,0.09,0
40635712,96433635,De Pijp - Rivierenbuurt,Entire home/apt,,3,6,0.16,0
40646070,91816760,Centrum-West,Entire home/apt,,3,2,0.03,0
40651985,4140676,Osdorp,Entire home/apt,,4,2,0.04,0
40674089,90410488,De Baarsjes - Oud-West,Entire home/apt,,2,2,0.04,0
40685816,314064340,Oud-Noord,Private room,114.0,3,122,1.83,46
40700663,60974467,De Pijp - Rivierenbuurt,Entire home/apt,375.0,7,5,0.08,255
40701237,26795408,De Baarsjes - Oud-West,Entire home/apt,,2,12,0.18,0
40712116,5277944,Centrum-Oost,Entire home/apt,,4,14,0.36,0
40717994,154994295,De Baarsjes - Oud-West,Private room,123.0,2,326,4.9,153
40726409,12946231,De Pijp - Rivierenbuurt,Entire home/apt,266.0,3,16,0.32,14
40726608,316130564,De Pijp - Rivierenbuurt,Private room,,1,1,0.02,0
40728654,90650431,Watergraafsmeer,Private room,,1,14,0.21,0
40742261,1318983,Centrum-West,Entire home/apt,229.0,3,33,0.5,53
40756989,30931060,Watergraafsmeer,Entire home/apt,,5,7,0.11,0
40780533,50395887,Buitenveldert - Zuidas,Entire home/apt,350.0,10,6,0.45,30
40815112,856702,Centrum-West,Private room,179.0,2,259,3.9,222
40830643,79543380,De Aker - Nieuw Sloten,Entire home/apt,,5,2,0.08,0
40832633,1488099,De Baarsjes - Oud-West,Entire home/apt,,5,4,0.06,0
40832877,20093613,IJburg - Zeeburgereiland,Entire home/apt,,3,9,0.14,0
40833312,33381838,IJburg - Zeeburgereiland,Private room,135.0,2,132,1.99,313
40849109,613779,De Baarsjes - Oud-West,Entire home/apt,190.0,1,35,0.53,204
40853744,17992500,Westerpark,Entire home/apt,,4,4,0.5,0
40867322,192104706,Centrum-West,Entire home/apt,,5,10,0.29,0
40906962,291379128,Noord-Oost,Entire home/apt,250.0,3,12,0.37,0
40911152,20270437,Noord-West,Private room,,2,0,,0
40915515,317610242,Centrum-West,Private room,158.0,3,212,3.19,94
40918897,4906439,IJburg - Zeeburgereiland,Entire home/apt,205.0,6,10,0.15,14
40937262,110880,De Baarsjes - Oud-West,Entire home/apt,198.0,2,8,1.44,0
40960069,319176497,De Baarsjes - Oud-West,Entire home/apt,256.0,2,75,1.14,51
40985735,1556618,De Baarsjes - Oud-West,Entire home/apt,,2,24,0.37,0
41004410,96029934,Zuid,Entire home/apt,,3,5,0.51,0
41029155,26470949,Oud-Oost,Entire home/apt,210.0,2,10,0.15,41
